ThresholdType,CueType,T,N,K,P,Beta,Mu,Sigma,s,l,DOL,TaskSwitches,Loading,TimetoEq
Composite Threshold,Task Completion,2,608,0.026248312694055,0.683775805794621,5.25924772297125,0.148438768748427,0.409104595756008,NaN,NaN,0.519739850256335,285633,25087.6380041512,568
Random Choice,Task Completion,2,608,0.026248312694055,0.683775805794621,5.25924772297125,0.148438768748427,0.409104595756008,0.0263657743192669,0.598089303895133,0.00527604091812451,152825,-10841.3619958488,4921
Response Threshold,Task Demand,4,719,0.00114621170816988,0.717802448306932,3.95107517879259,0.190215081507532,0.802835923061463,NaN,NaN,0.00427384683596971,2845238,-1781891.6120489,1
Satisfaction Threshold,Task Demand,4,719,0.00114621170816988,0.717802448306932,3.95107517879259,0.190215081507532,0.802835923061463,NaN,NaN,0.31371396423388,169973,-470135.6120489,4770
Composite Threshold,Task Demand,4,719,0.00114621170816988,0.717802448306932,3.95107517879259,0.190215081507532,0.802835923061463,NaN,NaN,0.306193738936562,270646,-360474.6120489,4813
Random Choice,Task Demand,4,719,0.00114621170816988,0.717802448306932,3.95107517879259,0.190215081507532,0.802835923061463,0.393024545697146,0.846059964572045,0.000462008380594148,1928577,-2623231.6120489,1
Response Threshold,Task Completion,4,719,0.00114621170816988,0.717802448306932,3.95107517879259,0.190215081507532,0.802835923061463,NaN,NaN,0.000314513362346913,3005093,-1671034.6120489,1
Satisfaction Threshold,Task Completion,4,719,0.00114621170816988,0.717802448306932,3.95107517879259,0.190215081507532,0.802835923061463,NaN,NaN,0.179689242874111,174906,-478668.6120489,3071
Composite Threshold,Task Completion,4,719,0.00114621170816988,0.717802448306932,3.95107517879259,0.190215081507532,0.802835923061463,NaN,NaN,0.197207439484892,349708,-451782.6120489,3458
Random Choice,Task Completion,4,719,0.00114621170816988,0.717802448306932,3.95107517879259,0.190215081507532,0.802835923061463,0.934948963552094,0.799616981091213,0.000272108993004165,3098946,-1825622.6120489,1
Response Threshold,Task Demand,8,527,0.00498221808826281,0.95423070549138,1.25472599153649,0.265803456045883,0.920944893993095,NaN,NaN,0.0547430195744434,1186255,-12904.083247538,1621
Satisfaction Threshold,Task Demand,8,527,0.00498221808826281,0.95423070549138,1.25472599153649,0.265803456045883,0.920944893993095,NaN,NaN,0.273927316344163,188376,-53338.083247538,3397
Composite Threshold,Task Demand,8,527,0.00498221808826281,0.95423070549138,1.25472599153649,0.265803456045883,0.920944893993095,NaN,NaN,0.198492429588119,685644,-7687.08324753796,605
Random Choice,Task Demand,8,527,0.00498221808826281,0.95423070549138,1.25472599153649,0.265803456045883,0.920944893993095,0.210695666901169,0.660130083071854,0.00171168015412755,841103,2130.91675246204,4874
Response Threshold,Task Completion,8,527,0.00498221808826281,0.95423070549138,1.25472599153649,0.265803456045883,0.920944893993095,NaN,NaN,0.043234753163349,1248129,19133.916752462,2791
Satisfaction Threshold,Task Completion,8,527,0.00498221808826281,0.95423070549138,1.25472599153649,0.265803456045883,0.920944893993095,NaN,NaN,0.0555629383040473,190379,-90411.083247538,354
Composite Threshold,Task Completion,8,527,0.00498221808826281,0.95423070549138,1.25472599153649,0.265803456045883,0.920944893993095,NaN,NaN,0.0549689239265227,1031494,153064.916752462,983
Random Choice,Task Completion,8,527,0.00498221808826281,0.95423070549138,1.25472599153649,0.265803456045883,0.920944893993095,0.134012739320034,0.426406164890097,0.00309666211066301,536062,-5441.08324753796,4921
Response Threshold,Task Demand,1,40,0.0011378540064613,0.749122674758426,8.11770493627888,0.282871077870249,0.0131552520012637,NaN,NaN,Inf,171370,-96603.3685843364,1
Satisfaction Threshold,Task Demand,1,40,0.0011378540064613,0.749122674758426,8.11770493627888,0.282871077870249,0.0131552520012637,NaN,NaN,Inf,2233,-15324.3685843364,4834
Composite Threshold,Task Demand,1,40,0.0011378540064613,0.749122674758426,8.11770493627888,0.282871077870249,0.0131552520012637,NaN,NaN,Inf,4695,-13392.3685843364,4834
Random Choice,Task Demand,1,40,0.0011378540064613,0.749122674758426,8.11770493627888,0.282871077870249,0.0131552520012637,0.718542754322466,0.254644889858295,Inf,74983,-62961.3685843364,1
Response Threshold,Task Completion,1,40,0.0011378540064613,0.749122674758426,8.11770493627888,0.282871077870249,0.0131552520012637,NaN,NaN,Inf,171243,-96534.3685843364,1
Satisfaction Threshold,Task Completion,1,40,0.0011378540064613,0.749122674758426,8.11770493627888,0.282871077870249,0.0131552520012637,NaN,NaN,Inf,8988,-28617.3685843364,1687
Composite Threshold,Task Completion,1,40,0.0011378540064613,0.749122674758426,8.11770493627888,0.282871077870249,0.0131552520012637,NaN,NaN,Inf,28954,-27439.3685843364,1919
Random Choice,Task Completion,1,40,0.0011378540064613,0.749122674758426,8.11770493627888,0.282871077870249,0.0131552520012637,0.0225554484412512,0.716809182642975,Inf,8634,-204896.368584336,1
Response Threshold,Task Demand,2,914,0.00102896503119021,0.711831947348026,8.55521176595659,0.393291063770185,0.21581853902161,NaN,NaN,0.000513625374375875,3777829,-2677212.18242878,1
Satisfaction Threshold,Task Demand,2,914,0.00102896503119021,0.711831947348026,8.55521176595659,0.393291063770185,0.21581853902161,NaN,NaN,0.22913253746165,34711,-820303.182428781,4558
Composite Threshold,Task Demand,2,914,0.00102896503119021,0.711831947348026,8.55521176595659,0.393291063770185,0.21581853902161,NaN,NaN,0.227494183809631,39327,-779317.182428781,4730
Random Choice,Task Demand,2,914,0.00102896503119021,0.711831947348026,8.55521176595659,0.393291063770185,0.21581853902161,0.662031900453664,0.685137274860253,0.000193538960527874,3078222,-3083308.18242878,1
Response Threshold,Task Completion,2,914,0.00102896503119021,0.711831947348026,8.55521176595659,0.393291063770185,0.21581853902161,NaN,NaN,0.000134002117612126,3800836,-2659775.18242878,1
Satisfaction Threshold,Task Completion,2,914,0.00102896503119021,0.711831947348026,8.55521176595659,0.393291063770185,0.21581853902161,NaN,NaN,0.264302243989191,12396,-781189.182428781,4659
Composite Threshold,Task Completion,2,914,0.00102896503119021,0.711831947348026,8.55521176595659,0.393291063770185,0.21581853902161,NaN,NaN,0.262539628405318,24521,-774957.182428781,4691
Random Choice,Task Completion,2,914,0.00102896503119021,0.711831947348026,8.55521176595659,0.393291063770185,0.21581853902161,0.508936808752402,0.0811939084072677,0.00125730779511575,640060,-1388052.18242878,1
Response Threshold,Task Demand,4,281,0.00456486738816579,0.783399221469389,5.233546468247,0.64316945676314,0.894765333210128,NaN,NaN,0.219346636644178,552859,-16342.6022343778,1591
Satisfaction Threshold,Task Demand,4,281,0.00456486738816579,0.783399221469389,5.233546468247,0.64316945676314,0.894765333210128,NaN,NaN,0.146339508044188,450215,-2374.60223437776,1155
Composite Threshold,Task Demand,4,281,0.00456486738816579,0.783399221469389,5.233546468247,0.64316945676314,0.894765333210128,NaN,NaN,0.514890782484103,245757,-9783.60223437776,476
Random Choice,Task Demand,4,281,0.00456486738816579,0.783399221469389,5.233546468247,0.64316945676314,0.894765333210128,0.319057096394569,0.913759608020942,0.000587742585825035,663432,-6345.60223437776,4923
Response Threshold,Task Completion,4,281,0.00456486738816579,0.783399221469389,5.233546468247,0.64316945676314,0.894765333210128,NaN,NaN,0.167602236966649,556996,-13890.6022343778,2077
Satisfaction Threshold,Task Completion,4,281,0.00456486738816579,0.783399221469389,5.233546468247,0.64316945676314,0.894765333210128,NaN,NaN,0.0349689948570414,450923,-7302.60223437776,3401
Composite Threshold,Task Completion,4,281,0.00456486738816579,0.783399221469389,5.233546468247,0.64316945676314,0.894765333210128,NaN,NaN,0.22187885803409,421279,-11414.6022343778,1092
Random Choice,Task Completion,4,281,0.00456486738816579,0.783399221469389,5.233546468247,0.64316945676314,0.894765333210128,0.055724009153017,0.158913380187263,0.00548669466149028,115581,-6222.60223437776,4919
Response Threshold,Task Demand,8,820,0.00811202440207452,0.611184114336135,1.74912287283215,0.506809014629021,0.322204560343423,NaN,NaN,0.142985531694468,731593,-8039.05127832061,549
Satisfaction Threshold,Task Demand,8,820,0.00811202440207452,0.611184114336135,1.74912287283215,0.506809014629021,0.322204560343423,NaN,NaN,0.00333019144760707,2248597,601489.948721679,315
Composite Threshold,Task Demand,8,820,0.00811202440207452,0.611184114336135,1.74912287283215,0.506809014629021,0.322204560343423,NaN,NaN,0.233737724062387,741276,-9035.05127832061,364
Random Choice,Task Demand,8,820,0.00811202440207452,0.611184114336135,1.74912287283215,0.506809014629021,0.322204560343423,0.118594020916706,0.662277811944586,0.00276868717508023,823615,15507.9487216794,4416
Response Threshold,Task Completion,8,820,0.00811202440207452,0.611184114336135,1.74912287283215,0.506809014629021,0.322204560343423,NaN,NaN,0.0504634160043814,1565424,675867.948721679,434
Satisfaction Threshold,Task Completion,8,820,0.00811202440207452,0.611184114336135,1.74912287283215,0.506809014629021,0.322204560343423,NaN,NaN,0.00656905565739096,2059557,847315.948721679,353
Composite Threshold,Task Completion,8,820,0.00811202440207452,0.611184114336135,1.74912287283215,0.506809014629021,0.322204560343423,NaN,NaN,0.0551566002706585,1524426,473780.948721679,406
Random Choice,Task Completion,8,820,0.00811202440207452,0.611184114336135,1.74912287283215,0.506809014629021,0.322204560343423,0.0498887085775757,0.292134555846067,0.00827300559648798,349061,-6342.05127832061,4931
Response Threshold,Task Demand,1,527,0.00975642086080672,0.552708765295937,6.40860986632673,0.190348242690434,0.685745821274662,NaN,NaN,Inf,351527,-5913.26008899609,526
Satisfaction Threshold,Task Demand,1,527,0.00975642086080672,0.552708765295937,6.40860986632673,0.190348242690434,0.685745821274662,NaN,NaN,Inf,1601025,520715.739911004,215
Composite Threshold,Task Demand,1,527,0.00975642086080672,0.552708765295937,6.40860986632673,0.190348242690434,0.685745821274662,NaN,NaN,Inf,307235,-5222.26008899609,265
Random Choice,Task Demand,1,527,0.00975642086080672,0.552708765295937,6.40860986632673,0.190348242690434,0.685745821274662,0.0473782472002905,0.35056174822091,Inf,220000,-11105.2600889961,4906
Response Threshold,Task Completion,1,527,0.00975642086080672,0.552708765295937,6.40860986632673,0.190348242690434,0.685745821274662,NaN,NaN,Inf,352269,-4950.26008899609,1292
Satisfaction Threshold,Task Completion,1,527,0.00975642086080672,0.552708765295937,6.40860986632673,0.190348242690434,0.685745821274662,NaN,NaN,Inf,1571914,554217.739911004,271
Composite Threshold,Task Completion,1,527,0.00975642086080672,0.552708765295937,6.40860986632673,0.190348242690434,0.685745821274662,NaN,NaN,Inf,438617,-8836.26008899609,890
Random Choice,Task Completion,1,527,0.00975642086080672,0.552708765295937,6.40860986632673,0.190348242690434,0.685745821274662,0.0794021003868274,0.5435879985279,Inf,365585,11913.7399110039,4081
Response Threshold,Task Demand,2,456,0.0012880576471543,0.992283723520861,3.09427159363411,0.0953747550281234,0.173371072951703,NaN,NaN,0.000211399759203497,2255302,-987525.532635649,1
Satisfaction Threshold,Task Demand,2,456,0.0012880576471543,0.992283723520861,3.09427159363411,0.0953747550281234,0.173371072951703,NaN,NaN,0.255948536382843,9225,-456681.532635649,4767
Composite Threshold,Task Demand,2,456,0.0012880576471543,0.992283723520861,3.09427159363411,0.0953747550281234,0.173371072951703,NaN,NaN,0.161087698822804,314131,-76158.5326356487,4239
Random Choice,Task Demand,2,456,0.0012880576471543,0.992283723520861,3.09427159363411,0.0953747550281234,0.173371072951703,0.732339217011185,0.0525538871054213,0.00191656194724522,223974,2584.46736435127,4907
Response Threshold,Task Completion,2,456,0.0012880576471543,0.992283723520861,3.09427159363411,0.0953747550281234,0.173371072951703,NaN,NaN,9.92000713607027e-05,2271356,-979692.532635649,1
Satisfaction Threshold,Task Completion,2,456,0.0012880576471543,0.992283723520861,3.09427159363411,0.0953747550281234,0.173371072951703,NaN,NaN,0.234339768027157,7742,-374849.532635649,381
Composite Threshold,Task Completion,2,456,0.0012880576471543,0.992283723520861,3.09427159363411,0.0953747550281234,0.173371072951703,NaN,NaN,0.174407118293257,521212,-321334.532635649,646
Random Choice,Task Completion,2,456,0.0012880576471543,0.992283723520861,3.09427159363411,0.0953747550281234,0.173371072951703,0.840339388236891,0.0617460645639225,0.00162270162501027,262427,-131.532635648735,4926
Response Threshold,Task Demand,4,607,0.00461385900988153,0.844100923463108,2.73723102534195,0.996399231059921,0.435477634151045,NaN,NaN,0.0775695383317804,1250296,-49339.9215626025,1643
Satisfaction Threshold,Task Demand,4,607,0.00461385900988153,0.844100923463108,2.73723102534195,0.996399231059921,0.435477634151045,NaN,NaN,0.172675551198752,712024,-41484.9215626025,2389
Composite Threshold,Task Demand,4,607,0.00461385900988153,0.844100923463108,2.73723102534195,0.996399231059921,0.435477634151045,NaN,NaN,0.265050342581144,786470,-38603.9215626025,842
Random Choice,Task Demand,4,607,0.00461385900988153,0.844100923463108,2.73723102534195,0.996399231059921,0.435477634151045,0.15543964959975,0.449902181094443,0.0014873076997792,699973,-12752.9215626025,4922
Response Threshold,Task Completion,4,607,0.00461385900988153,0.844100923463108,2.73723102534195,0.996399231059921,0.435477634151045,NaN,NaN,0.0496083178901069,1415066,48276.0784373975,1714
Satisfaction Threshold,Task Completion,4,607,0.00461385900988153,0.844100923463108,2.73723102534195,0.996399231059921,0.435477634151045,NaN,NaN,0.0218422181855887,709257,-26166.9215626025,3250
Composite Threshold,Task Completion,4,607,0.00461385900988153,0.844100923463108,2.73723102534195,0.996399231059921,0.435477634151045,NaN,NaN,0.0671163200467949,1618771,477025.078437397,783
Random Choice,Task Completion,4,607,0.00461385900988153,0.844100923463108,2.73723102534195,0.996399231059921,0.435477634151045,0.331014136556626,0.959627367687462,0.000459714146786229,1493740,-10878.9215626025,4924
Response Threshold,Task Demand,8,842,0.071968656194696,0.984739878481816,9.83174282045187,0.476364531478588,0.577122674407619,NaN,NaN,0.800151334925164,137793,-198.225669086823,95
Satisfaction Threshold,Task Demand,8,842,0.071968656194696,0.984739878481816,9.83174282045187,0.476364531478588,0.577122674407619,NaN,NaN,0.0552924069033769,126221,4874.77433091318,131
Composite Threshold,Task Demand,8,842,0.071968656194696,0.984739878481816,9.83174282045187,0.476364531478588,0.577122674407619,NaN,NaN,0.959352358354615,95216,-141.225669086823,31
Random Choice,Task Demand,8,842,0.071968656194696,0.984739878481816,9.83174282045187,0.476364531478588,0.577122674407619,0.0159074142341463,0.793473784825283,0.016301150906023,131781,12599.7743309132,2572
Response Threshold,Task Completion,8,842,0.071968656194696,0.984739878481816,9.83174282045187,0.476364531478588,0.577122674407619,NaN,NaN,0.354218814687,1993933,942427.774330913,75
Satisfaction Threshold,Task Completion,8,842,0.071968656194696,0.984739878481816,9.83174282045187,0.476364531478588,0.577122674407619,NaN,NaN,0.045077327551931,126689,8641.77433091318,741
Composite Threshold,Task Completion,8,842,0.071968656194696,0.984739878481816,9.83174282045187,0.476364531478588,0.577122674407619,NaN,NaN,0.355698459419132,2217480,1131774.77433091,46
Random Choice,Task Completion,8,842,0.071968656194696,0.984739878481816,9.83174282045187,0.476364531478588,0.577122674407619,0.0020623308168497,0.150019989560654,0.182342398611802,16912,-13554.2256690868,1417
Response Threshold,Task Demand,1,704,0.00557621693944579,0.783828975972421,4.26823673437212,0.69682478014879,0.67634441553924,NaN,NaN,Inf,1134872,-33512.8098565727,1196
Satisfaction Threshold,Task Demand,1,704,0.00557621693944579,0.783828975972421,4.26823673437212,0.69682478014879,0.67634441553924,NaN,NaN,Inf,1195210,-771.809856572654,1701
Composite Threshold,Task Demand,1,704,0.00557621693944579,0.783828975972421,4.26823673437212,0.69682478014879,0.67634441553924,NaN,NaN,Inf,734648,-25072.8098565727,766
Random Choice,Task Demand,1,704,0.00557621693944579,0.783828975972421,4.26823673437212,0.69682478014879,0.67634441553924,0.130656742303084,0.473879960478047,Inf,719364,883.190143427346,4914
Response Threshold,Task Completion,1,704,0.00557621693944579,0.783828975972421,4.26823673437212,0.69682478014879,0.67634441553924,NaN,NaN,Inf,1153696,-21757.8098565727,2216
Satisfaction Threshold,Task Completion,1,704,0.00557621693944579,0.783828975972421,4.26823673437212,0.69682478014879,0.67634441553924,NaN,NaN,Inf,1169297,56794.1901434273,1652
Composite Threshold,Task Completion,1,704,0.00557621693944579,0.783828975972421,4.26823673437212,0.69682478014879,0.67634441553924,NaN,NaN,Inf,946163,-18794.8098565727,1333
Random Choice,Task Completion,1,704,0.00557621693944579,0.783828975972421,4.26823673437212,0.69682478014879,0.67634441553924,0.164175753998176,0.607493612728436,Inf,908433,-9353.80985657265,4925
Response Threshold,Task Demand,2,349,0.00414917659250606,0.752577206020237,1.37895381910225,0.389518640743889,0.992234383723838,NaN,NaN,0.073108577710321,739900,-13017.4472326463,1979
Satisfaction Threshold,Task Demand,2,349,0.00414917659250606,0.752577206020237,1.37895381910225,0.389518640743889,0.992234383723838,NaN,NaN,0.0807779550652871,616529,-4335.44723264634,2163
Composite Threshold,Task Demand,2,349,0.00414917659250606,0.752577206020237,1.37895381910225,0.389518640743889,0.992234383723838,NaN,NaN,0.16551572700811,553665,-10529.4472326463,1041
Random Choice,Task Demand,2,349,0.00414917659250606,0.752577206020237,1.37895381910225,0.389518640743889,0.992234383723838,0.290986475009349,0.725955194738869,0.000474399206782334,723748,-5331.44723264634,4925
Response Threshold,Task Completion,2,349,0.00414917659250606,0.752577206020237,1.37895381910225,0.389518640743889,0.992234383723838,NaN,NaN,0.0730228445212909,772482,8623.55276735366,3468
Satisfaction Threshold,Task Completion,2,349,0.00414917659250606,0.752577206020237,1.37895381910225,0.389518640743889,0.992234383723838,NaN,NaN,0.0149639123877248,608957,6766.55276735366,3740
